Patient_ID,First_Name,Last_Name,SSN,Age,Gender,Blood_Type,Admission_Type,Diagnosis,Systolic_BP,Diastolic_BP,Heart_Rate,Glucose_Level,BMI,Readmission_Risk
PID-3814,Joseph,Nixon,867-95-8811,82,Male,A-,Urgent,COPD,143,91,99,140.11,31.6,High
PID-3815,Monique,Waller,058-58-9285,67,Male,B-,Emergency,Asthma,170,106,68,107.6,21.1,Low
PID-3816,Alexandra,Sanchez,817-95-2994,35,Male,A+,Urgent,Diabetes Type 2,173,89,99,89.89,39.4,Low
PID-3817,Hannah,Curtis,251-30-7473,61,Male,A-,Emergency,Hypertension,118,72,63,130.97,20.8,Low
PID-3818,Gregory,Krause,273-71-4547,22,Female,O+,Urgent,Heart Failure,177,76,109,96.92,28.9,Low
PID-3819,Christopher,Lee,851-09-2172,28,Female,A-,Elective,Diabetes Type 2,101,72,67,108.68,33.3,Low
PID-3820,Alexandra,Brown,234-32-9596,19,Female,O-,Emergency,Hypertension,167,72,107,110.02,25.9,Low
PID-3821,Kathleen,Woods,101-69-0837,85,Female,B-,Elective,Diabetes Type 2,95,82,64,129.49,24.7,Moderate
PID-3822,Luis,Walters,202-62-1908,27,Male,O-,Emergency,Hypertension,132,78,73,115.92,27.6,Low
PID-3823,Scott,Alvarez,103-70-9657,41,Male,A+,Urgent,COPD,143,97,76,62.36,19.5,Moderate
PID-3824,Jason,Freeman,583-02-9531,62,Female,B+,Emergency,Pneumonia,163,70,97,121.8,26.5,Low
PID-3825,Russell,Stein,738-57-3192,54,Male,AB-,Elective,Pneumonia,136,106,95,114.82,33.0,Low
PID-3826,Brianna,Reid,774-59-0009,57,Female,B+,Emergency,Pneumonia,179,84,76,119.03,34.8,Low
PID-3827,Johnathan,Russell,278-64-2893,39,Female,B-,Elective,Diabetes Type 2,170,73,73,74.86,23.8,Low
PID-3828,Mark,Webb,291-83-4910,55,Male,AB-,Urgent,COPD,113,95,94,159.75,30.1,Moderate
PID-3829,Joseph,Patel,350-36-9196,58,Female,B+,Urgent,Asthma,164,97,75,90.83,32.7,Low
PID-3830,Wesley,Garrett,115-97-2985,70,Female,A+,Urgent,Pneumonia,104,85,100,107.33,35.0,Low
PID-3831,Tony,Flores,522-61-8123,27,Male,AB+,Emergency,Hypertension,152,68,78,111.93,36.4,Low
PID-3832,Frank,Jones,443-87-4992,80,Male,B+,Emergency,COPD,108,108,80,109.15,29.2,High
PID-3833,Cody,Atkins,351-82-8825,68,Male,AB-,Elective,COPD,154,102,69,125.36,26.0,Moderate
PID-3834,Lynn,Lee,112-98-3798,86,Female,A-,Urgent,Heart Failure,145,114,71,108.97,31.1,High
PID-3835,Jason,Shaw,328-99-8691,73,Female,AB-,Emergency,Diabetes Type 2,96,116,63,142.99,25.3,Low
PID-3836,Thomas,Cohen,625-27-9356,47,Female,O+,Emergency,Diabetes Type 2,99,89,98,77.11,39.3,Low
PID-3837,Emily,Morris,197-99-6492,37,Female,A-,Urgent,Asthma,138,91,98,50.45,19.8,Low
PID-3838,Kristi,Phelps,625-85-2575,43,Female,O+,Urgent,COPD,125,102,94,127.45,31.8,Moderate
PID-3839,Mark,Black,486-84-9753,62,Female,B+,Elective,Hypertension,134,83,74,98.91,21.7,Low
PID-3840,Kristina,Chan,276-30-4307,29,Female,O+,Elective,Asthma,111,82,85,81.11,24.2,Low
PID-3841,Thomas,Chase,311-48-2376,68,Male,A+,Elective,Heart Failure,102,116,77,96.89,39.1,Moderate
PID-3842,Kevin,Acosta,850-96-5167,61,Female,O+,Elective,COPD,108,105,106,105.75,29.0,Moderate
PID-3843,Shannon,Coleman,403-98-6835,78,Female,A+,Urgent,Asthma,144,94,73,100.43,29.7,Moderate
PID-3844,Adam,Case,057-53-5794,74,Male,AB+,Urgent,Pneumonia,172,62,93,91.66,37.7,Low
PID-3845,Debbie,Taylor,468-99-4493,26,Male,AB-,Urgent,Asthma,172,101,95,139.68,,Low
PID-3846,Andrew,Bush,214-85-4194,27,Male,AB+,Elective,Pneumonia,148,99,104,76.44,38.9,Low
PID-3847,Kenneth,Brooks,330-55-6266,23,Male,O+,Urgent,Asthma,162,94,67,114.93,20.6,Low
PID-3848,Mark,Castro,205-28-8241,75,Male,AB-,Urgent,COPD,166,78,66,38.84,37.6,Moderate
PID-3849,Scott,Hill,077-32-2629,75,Male,O-,Emergency,Pneumonia,114,88,71,134.38,36.1,Low
PID-3850,Mark,Castillo,739-76-7699,57,Female,B-,Elective,Pneumonia,165,111,65,116.06,36.3,Low
PID-3851,Stephanie,Arroyo,800-85-6391,28,Male,O+,Emergency,Pneumonia,125,108,107,95.89,23.3,Low
PID-3852,Gwendolyn,Stout,499-32-4590,24,Male,A+,Emergency,Hypertension,166,110,76,120.04,27.6,Low
PID-3853,Valerie,Willis,061-13-0920,29,Female,O+,Emergency,Diabetes Type 2,160,60,92,61.87,33.4,Low
PID-3854,Danielle,Hill,379-57-4657,31,Female,B+,Emergency,Pneumonia,153,102,100,168.18,30.1,Low
PID-3855,Daniel,Taylor,768-10-5318,30,Female,AB+,Emergency,Heart Failure,160,68,103,134.25,36.4,Low
PID-3856,Tiffany,Oconnor,845-20-2465,40,Female,A+,Elective,Heart Failure,143,106,98,85.55,20.1,Moderate
PID-3857,Brittany,Andrews,576-12-7181,82,Female,B-,Elective,Hypertension,158,62,108,106.34,35.1,Moderate
PID-3858,John,Armstrong,782-85-4272,70,Male,O+,Emergency,Asthma,146,81,77,116.96,32.6,Low
PID-3859,Angela,Roth,707-03-2302,89,Female,B-,Emergency,Diabetes Type 2,132,67,69,79.98,37.5,Moderate
PID-3860,Kelsey,Jones,805-90-5144,48,Male,O-,Emergency,Diabetes Type 2,165,68,96,151.1,34.1,Low
PID-3861,Susan,Ward,792-58-3520,28,Female,AB+,Urgent,Diabetes Type 2,151,79,78,198.64,19.6,Low
PID-3862,Jack,Mcdonald,472-47-5457,41,Female,AB+,Elective,Hypertension,102,111,105,116.42,36.6,Low
PID-3863,James,Mata,266-33-9890,34,Female,A-,Elective,Pneumonia,137,72,83,132.63,24.9,Low
PID-3864,Julie,Johnson,123-83-6731,18,Male,O-,Emergency,Pneumonia,168,62,65,113.56,19.3,Low
PID-3865,Ronald,Shaffer,818-07-8658,25,Male,O-,Emergency,Heart Failure,179,74,73,164.03,22.6,Low
PID-3866,Brian,Mayo,383-03-9269,72,Male,B+,Emergency,Heart Failure,137,118,78,149.96,31.1,Moderate
PID-3867,Samuel,Johnson,517-42-8828,67,Male,O+,Urgent,Diabetes Type 2,123,95,106,155.49,36.7,Low
PID-3868,Travis,Andrews,650-09-1238,33,Male,A+,Urgent,Heart Failure,168,77,66,135.91,28.0,Low
PID-3869,Annette,Mccann,800-15-8713,75,Male,AB-,Emergency,Diabetes Type 2,172,68,102,73.29,31.6,Low
PID-3870,Eric,Palmer,872-12-9404,53,Male,AB+,Emergency,Hypertension,143,106,91,143.38,27.2,Low
PID-3871,Sandra,Bishop,196-97-1198,49,Male,A+,Elective,Asthma,151,96,91,141.81,18.8,Low
PID-3872,Katie,Jordan,284-60-7394,55,Female,A-,Emergency,COPD,119,117,91,123.52,28.3,Moderate
PID-3873,Pamela,Gamble,156-84-5414,54,Male,O-,Emergency,Hypertension,162,97,108,115.01,32.7,Low
PID-3874,Charles,Holland,348-59-8647,57,Male,AB+,Urgent,Diabetes Type 2,96,64,106,150.89,38.4,Low
PID-3875,Kimberly,Stevenson,443-03-6578,66,Female,A-,Urgent,Pneumonia,119,100,62,69.1,25.0,Low
PID-3876,Autumn,Smith,849-50-0310,68,Male,B+,Urgent,COPD,173,91,107,126.89,29.3,Moderate
PID-3877,Alan,Morris,155-34-3652,52,Female,B+,Emergency,Pneumonia,113,99,72,98.27,39.6,Low
PID-3878,Breanna,Saunders,546-59-3283,56,Male,A+,Urgent,Heart Failure,157,71,76,99.3,35.5,Moderate
PID-3879,Kayla,Andrews,364-92-9452,60,Female,A-,Emergency,COPD,171,99,84,116.67,20.2,Moderate
PID-3880,Elijah,Mejia,212-40-2976,80,Male,A-,Emergency,COPD,153,71,100,79.76,31.7,High
PID-3881,Craig,Ferguson,865-06-2087,68,Female,O+,Elective,COPD,134,85,96,136.16,39.3,Moderate
PID-3882,Amber,Blevins,336-41-3771,27,Female,B-,Urgent,Heart Failure,96,68,84,179.81,20.6,Low
PID-3883,Dominique,Harris,168-55-4442,78,Female,O-,Elective,Hypertension,150,110,97,133.34,30.3,Moderate
PID-3884,Jesse,Gillespie,791-46-0448,83,Male,AB-,Emergency,Heart Failure,143,98,71,157.05,19.4,High
PID-3885,Derrick,Nolan,451-16-6146,65,Male,AB+,Emergency,Heart Failure,172,90,102,76.0,32.6,Moderate
PID-3886,Anthony,Dillon,875-95-3418,42,Male,AB+,Emergency,Heart Failure,157,109,72,140.08,,Moderate
PID-3887,Omar,Griffin,409-26-3370,59,Female,B-,Elective,Asthma,143,96,62,105.0,37.7,Low
PID-3888,Kelli,Lawrence,128-12-2869,73,Female,O+,Elective,Diabetes Type 2,108,105,74,134.37,26.5,Low
PID-3889,William,Lane,529-16-2669,83,Female,O-,Elective,Asthma,94,68,79,119.18,34.4,Moderate
PID-3890,Katherine,Martinez,501-95-9910,80,Female,AB-,Elective,Hypertension,175,67,93,130.91,38.3,Moderate
PID-3891,Michael,Cowan,426-25-3447,39,Male,B-,Emergency,Asthma,167,116,78,150.48,39.9,Low
PID-3892,Tracie,Marsh,369-62-4183,77,Male,B-,Urgent,COPD,159,119,62,145.77,39.4,High
PID-3893,William,Duffy,017-01-6227,32,Female,O+,Elective,Heart Failure,149,91,80,121.5,20.2,Low
PID-3894,Linda,Ross,879-13-5812,69,Male,B+,Elective,Heart Failure,112,94,96,105.31,36.5,Moderate
PID-3895,Michael,Collins,067-56-4927,54,Female,O+,Emergency,Hypertension,129,80,105,116.97,26.1,Low
PID-3896,Jerome,Haynes,667-83-6385,36,Female,B+,Urgent,COPD,98,64,64,130.79,32.2,Moderate
PID-3897,Nancy,Smith,282-94-5297,33,Female,O-,Emergency,Diabetes Type 2,160,77,80,124.27,19.6,Low
PID-3898,Brandon,Boone,182-73-0152,20,Female,B+,Elective,COPD,114,112,67,147.08,22.4,Low
PID-3899,David,Moore,712-61-0639,79,Male,O+,Urgent,Asthma,141,61,63,105.98,22.2,Moderate
PID-3900,Bruce,Lang,888-95-4802,84,Male,O+,Elective,Diabetes Type 2,129,64,80,111.94,29.2,Moderate
PID-3901,Nathan,Perry,162-54-2825,78,Male,AB-,Urgent,Heart Failure,156,72,87,130.43,36.3,High
PID-3902,Greg,Stone,156-95-2976,28,Male,A-,Emergency,Asthma,174,111,80,166.44,21.7,Low
PID-3903,Michael,Buckley,806-21-0492,51,Male,AB-,Emergency,Pneumonia,98,72,96,117.96,25.7,Low
PID-3904,Tyler,Torres,641-48-4345,62,Female,B+,Emergency,Diabetes Type 2,136,66,73,156.06,25.7,Low
PID-3905,Christy,Johnson,027-43-0467,63,Male,AB-,Urgent,Hypertension,148,65,67,117.18,32.6,Low
PID-3906,Pamela,Johnson,893-19-6680,21,Female,AB-,Urgent,Heart Failure,90,93,104,70.67,30.4,Low
PID-3907,Brandon,Bennett,613-93-8605,23,Female,B+,Emergency,Pneumonia,177,116,83,180.8,34.0,Low
PID-3908,Geoffrey,Garcia,358-29-1510,75,Male,O+,Emergency,COPD,153,89,93,159.72,24.2,Moderate
PID-3909,Robert,Jones,488-60-6801,23,Female,AB+,Urgent,Asthma,154,105,75,86.37,38.7,Low
PID-3910,Melissa,Herrera,138-78-0012,85,Male,B+,Elective,Pneumonia,118,97,106,81.64,39.7,Moderate
PID-3911,Larry,Harrison,264-17-5291,30,Male,O+,Elective,Diabetes Type 2,116,77,77,83.22,28.9,Low
PID-3912,Diana,Diaz,629-86-1580,79,Male,AB-,Elective,Pneumonia,103,70,98,162.41,26.1,Moderate
PID-3913,Tim,Goodman,873-74-3216,31,Male,A+,Elective,Heart Failure,146,88,65,107.69,20.4,Low
PID-3914,David,Robertson,825-19-3696,21,Female,A-,Elective,Hypertension,100,104,99,126.8,28.9,Low
PID-3915,Donna,Paul,735-52-4626,25,Male,AB+,Urgent,COPD,173,109,80,158.94,27.4,Low
PID-3916,Olivia,Garcia,232-33-3025,41,Male,B-,Urgent,Pneumonia,119,99,94,143.27,18.9,Low
PID-3917,Jessica,Turner,728-60-9680,34,Male,O-,Emergency,Hypertension,148,90,107,107.24,22.4,Low
PID-3918,April,Ray,274-98-2158,47,Female,AB-,Elective,Diabetes Type 2,144,66,107,152.98,33.1,Low
PID-3919,Mark,Brooks,149-75-0561,77,Female,A+,Elective,COPD,141,104,106,109.45,23.9,High
PID-3920,Julie,Marsh,648-07-3243,29,Male,B-,Urgent,Pneumonia,102,67,75,150.01,25.9,Low
PID-3921,Tiffany,Smith,650-05-3897,48,Female,AB-,Emergency,Heart Failure,166,71,61,119.44,29.6,Moderate
PID-3922,Fernando,Morris,586-62-7928,79,Female,A-,Elective,Asthma,148,99,108,90.52,32.8,Moderate
PID-3923,Mia,Lopez,891-74-6647,30,Male,A+,Urgent,COPD,174,113,71,102.2,22.5,Low
PID-3924,Shannon,Lewis,637-34-8944,56,Female,B-,Elective,Heart Failure,112,109,105,149.14,29.9,Moderate
PID-3925,Scott,Mcgee,672-99-8430,75,Male,AB+,Urgent,Asthma,152,93,107,161.85,37.5,Low
PID-3926,Sandra,Rogers,191-33-5587,89,Female,O+,Elective,COPD,110,96,66,154.8,30.2,High
PID-3927,Lindsay,Freeman,563-59-1582,49,Male,AB+,Urgent,Hypertension,105,106,68,132.4,26.5,Low
PID-3928,Elizabeth,Peterson,532-34-1035,61,Female,A-,Elective,Hypertension,129,104,96,47.25,28.0,Low
PID-3929,Kimberly,Simmons,027-70-2069,26,Male,AB-,Urgent,Asthma,154,94,103,196.29,24.3,Low
PID-3930,Cody,Hester,850-15-1971,87,Male,A-,Emergency,Diabetes Type 2,163,107,92,180.67,26.9,Moderate
PID-3931,Andrea,Phillips,895-45-5031,35,Female,B+,Urgent,Pneumonia,117,119,63,141.64,32.0,Low
PID-3932,Shaun,Tran,085-65-2992,62,Male,A+,Urgent,Pneumonia,147,106,61,108.89,,Low
PID-3933,Raymond,Pugh,524-25-2322,18,Female,A-,Emergency,COPD,164,83,69,128.11,35.5,Low
PID-3934,Mary,Walker,018-26-5799,88,Female,AB-,Urgent,Asthma,112,102,81,152.9,22.6,Moderate
PID-3935,Alicia,Chan,577-68-8603,88,Male,B+,Emergency,Pneumonia,165,62,106,107.16,31.9,Moderate
PID-3936,Brandon,Patel,553-30-8698,78,Male,A-,Urgent,Diabetes Type 2,160,66,109,175.62,26.4,Moderate
PID-3937,Garrett,Moore,697-22-3708,86,Male,B-,Emergency,Heart Failure,154,60,79,168.06,,High
PID-3938,Megan,Potter,156-70-9989,43,Male,AB-,Urgent,Heart Failure,133,62,65,102.29,30.3,Moderate
PID-3939,Roger,Harris,051-52-4858,51,Female,O-,Urgent,Diabetes Type 2,177,105,107,116.39,19.9,Low
PID-3940,Peter,Boyd,432-61-7668,22,Female,A+,Elective,Hypertension,152,88,107,83.43,31.6,Low
PID-3941,Marc,Griffith,308-01-1227,89,Male,B+,Emergency,Pneumonia,118,111,105,75.82,21.8,Moderate
PID-3942,John,Peters,320-27-9732,40,Male,A-,Urgent,Asthma,123,62,89,91.5,39.2,Low
PID-3943,Susan,Brown,421-18-2356,26,Male,AB-,Emergency,Diabetes Type 2,155,116,98,124.02,25.2,Low
PID-3944,Timothy,Martin,827-32-6411,86,Female,O+,Urgent,COPD,97,91,77,115.22,25.8,High
PID-3945,Kristie,Lucas,401-76-3169,33,Male,AB+,Elective,Heart Failure,110,69,101,92.57,23.8,Low
PID-3946,John,Bell,232-36-2301,25,Male,AB+,Elective,Asthma,144,78,106,129.27,27.3,Low
PID-3947,Patricia,Martinez,758-75-2488,73,Male,A-,Elective,Pneumonia,170,99,103,153.92,25.0,Low
PID-3948,Jamie,Thomas,283-98-5366,85,Male,O+,Emergency,COPD,159,75,85,149.32,18.9,High
PID-3949,Alex,Wilson,319-68-1682,69,Female,A-,Elective,Pneumonia,111,96,78,125.39,26.1,Low
PID-3950,Kelsey,George,238-85-7181,30,Female,A-,Urgent,Asthma,167,107,90,165.29,36.5,Low
PID-3951,Kent,Martinez,761-79-7445,63,Female,AB-,Urgent,Heart Failure,117,61,76,31.0,28.8,Moderate
PID-3952,Eric,Beard,773-93-5594,21,Female,AB+,Elective,Heart Failure,166,77,62,76.32,35.2,Low
PID-3953,Nancy,Herring,042-49-4186,27,Male,B+,Emergency,Diabetes Type 2,170,102,64,183.11,25.1,Low
PID-3954,Daniel,Owens,600-22-7984,26,Female,O-,Elective,Heart Failure,166,119,82,125.3,23.3,Low
PID-3955,Katherine,Walker,106-12-9885,24,Female,O-,Elective,Heart Failure,105,82,82,79.52,23.3,Low
PID-3956,Susan,Grimes,248-86-8103,86,Female,A+,Emergency,Heart Failure,95,110,60,130.38,23.4,High
PID-3957,Mary,Richmond,432-08-1724,27,Female,B+,Elective,Asthma,96,96,91,163.45,32.9,Low
PID-3958,Michelle,Ramirez,742-94-4520,33,Female,B+,Emergency,Asthma,177,111,73,111.67,34.7,Low
PID-3959,Rebecca,Bowman,337-54-4117,45,Male,A-,Emergency,Diabetes Type 2,157,87,71,136.37,25.1,Low
PID-3960,Tonya,Miller,104-92-7956,71,Male,AB-,Emergency,Hypertension,138,95,79,51.95,,Low
PID-3961,John,Simpson,606-56-4355,39,Female,AB+,Urgent,Diabetes Type 2,162,64,76,40.0,28.2,Low
PID-3962,Dalton,Norman,726-63-9187,19,Male,O-,Elective,Heart Failure,142,114,66,172.0,27.8,Low
PID-3963,Catherine,Cunningham,622-67-6269,84,Male,A+,Elective,Heart Failure,148,61,107,101.35,37.6,High
PID-3964,Bobby,Rodriguez,859-83-1616,34,Male,O-,Urgent,Hypertension,141,66,107,168.3,37.7,Low
PID-3965,Barbara,Wilson,783-31-5910,33,Male,O-,Emergency,COPD,156,118,106,92.29,19.9,Low
PID-3966,Betty,Fletcher,619-54-6452,81,Male,B+,Elective,Hypertension,139,80,100,120.16,32.4,Moderate
PID-3967,Jennifer,Williams,663-57-7549,58,Female,A-,Urgent,COPD,170,94,99,149.49,30.9,Moderate
PID-3968,Ashley,Mills,409-81-7075,65,Female,AB-,Urgent,Hypertension,142,88,69,94.61,21.2,Low
PID-3969,Elizabeth,Johnson,581-24-0396,77,Female,O-,Emergency,COPD,176,67,76,172.32,,High
PID-3970,Crystal,Murphy,300-53-0465,38,Female,B-,Emergency,Heart Failure,115,116,87,145.58,31.6,Moderate
PID-3971,Jessica,Atkinson,260-46-5637,37,Male,O-,Elective,Hypertension,109,69,71,142.24,19.2,Low
PID-3972,Michael,Sheppard,284-58-0784,42,Female,B-,Emergency,Asthma,114,112,63,94.02,37.2,Low
PID-3973,Mark,Lyons,651-34-2632,69,Male,B-,Emergency,Asthma,121,68,73,119.62,28.6,Low
PID-3974,Jason,Townsend,561-83-5274,61,Female,AB-,Urgent,Pneumonia,172,89,75,89.75,31.1,Low
PID-3975,Joy,Mullins,800-23-8190,41,Female,AB-,Emergency,Diabetes Type 2,101,119,88,70.85,26.0,Low
PID-3976,Melissa,Cook,632-69-3729,18,Female,AB+,Emergency,COPD,132,114,99,67.78,30.3,Low
PID-3977,Leslie,Torres,740-12-6653,88,Male,B+,Elective,Hypertension,160,109,88,130.59,25.5,Moderate
PID-3978,Lawrence,Crawford,191-97-6271,32,Male,B-,Emergency,Heart Failure,142,76,79,122.85,34.4,Low
PID-3979,James,Chase,498-45-5522,54,Female,O-,Urgent,Hypertension,96,67,82,171.85,29.5,Low
PID-3980,Linda,Huang,773-21-2762,38,Female,O-,Elective,Hypertension,150,105,69,87.99,27.8,Low
PID-3981,Marcus,Rodriguez,596-40-8293,46,Male,B-,Urgent,Asthma,114,117,73,116.38,26.8,Low
PID-3982,Isabella,Castro,775-72-8819,71,Female,A+,Urgent,Asthma,166,62,89,88.39,23.7,Low
PID-3983,Gregory,Montgomery,078-26-1530,72,Female,O+,Elective,Diabetes Type 2,104,60,107,161.2,25.9,Low
PID-3984,Christopher,Harper,898-85-6630,37,Male,AB+,Emergency,Hypertension,153,92,76,189.44,27.5,Low
PID-3985,Melissa,Thomas,349-69-5797,53,Male,O+,Emergency,Pneumonia,157,82,80,126.22,25.6,Low
PID-3986,Randy,Morse,107-95-4816,23,Male,O+,Urgent,Heart Failure,113,106,90,130.88,26.9,Low
PID-3987,Christina,Arellano,332-29-7251,29,Female,A-,Elective,Hypertension,145,115,74,153.72,38.7,Low
PID-3988,Margaret,Sanchez,159-86-4486,57,Male,O-,Elective,Asthma,130,64,64,154.02,32.9,Low
PID-3989,Anthony,Walker,712-29-4020,38,Male,A+,Emergency,Hypertension,173,60,98,120.2,29.1,Low
PID-3990,Nancy,Alexander,832-28-2382,25,Female,O-,Elective,COPD,153,85,87,170.13,22.9,Low
PID-3991,Alexander,Sanchez,022-79-7918,55,Female,A+,Urgent,COPD,114,106,82,186.15,28.3,Moderate
PID-3992,Mary,Perry,565-73-3150,71,Female,B+,Elective,Heart Failure,152,89,70,156.25,22.2,Moderate
PID-3993,Robert,Abbott,595-52-9429,41,Male,AB+,Elective,Asthma,96,67,92,124.89,31.0,Low
PID-3994,Pamela,Werner,765-34-5964,20,Male,A+,Urgent,COPD,117,102,92,162.86,32.5,Low
PID-3995,Linda,Baker,380-47-3846,52,Male,A-,Emergency,Heart Failure,163,71,69,103.18,33.2,Moderate
PID-3996,Luke,Kelly,710-18-5271,41,Male,B+,Urgent,COPD,117,81,104,168.62,30.3,Moderate
PID-3997,Michelle,Andersen,253-69-9486,74,Female,AB-,Emergency,Hypertension,154,64,108,108.34,20.0,Low
PID-3998,David,Pollard,804-65-7795,36,Male,O+,Urgent,Heart Failure,125,110,65,153.0,36.7,Moderate
PID-3999,Amanda,Garcia,847-78-3733,44,Female,O+,Urgent,Asthma,138,70,108,117.17,22.6,Low
PID-4000,Jennifer,Robbins,661-71-3670,58,Male,O-,Emergency,Diabetes Type 2,145,88,90,122.14,20.6,Low
PID-4001,Steven,Andrews,055-59-7175,57,Female,B-,Emergency,Diabetes Type 2,154,106,101,116.73,32.6,Low
PID-4002,Tyler,Graham,176-03-9175,49,Male,B-,Elective,Pneumonia,99,102,64,134.06,,Low
PID-4003,Shane,Santos,356-62-2423,85,Male,B+,Emergency,Diabetes Type 2,163,98,92,124.57,35.9,Moderate
PID-4004,Bryce,Gomez,737-36-9335,25,Female,O+,Emergency,Heart Failure,138,83,98,112.88,30.0,Low
PID-4005,Johnathan,Mosley,029-92-9794,28,Female,A+,Urgent,Heart Failure,106,101,62,150.84,33.9,Low
PID-4006,Travis,Padilla,137-51-3526,83,Female,A-,Emergency,COPD,90,66,79,111.94,32.1,High
PID-4007,Dorothy,Collins,714-87-4992,38,Male,B-,Urgent,Diabetes Type 2,140,105,94,166.41,28.6,Low
PID-4008,Mark,Hudson,897-66-6671,85,Female,A-,Urgent,Asthma,105,62,66,109.31,18.9,Moderate
PID-4009,Douglas,Ryan,698-76-5153,24,Male,B-,Emergency,Heart Failure,177,64,80,74.24,22.6,Low
PID-4010,Michelle,Arellano,055-92-5872,49,Female,AB-,Urgent,Hypertension,134,92,69,51.71,26.6,Low
PID-4011,Briana,Hampton,073-79-1043,45,Male,AB+,Elective,COPD,176,112,91,113.65,33.2,Moderate
PID-4012,Alyssa,Cross,751-25-4077,72,Female,A-,Urgent,Heart Failure,99,73,98,116.38,20.2,Moderate
PID-4013,Tina,Ayala,184-24-0484,54,Male,O+,Emergency,Heart Failure,130,84,67,109.5,26.8,Moderate
PID-4014,Debra,Simpson,123-43-1460,35,Male,A-,Urgent,Heart Failure,157,107,95,128.06,25.9,Moderate
PID-4015,Clinton,Powell,718-88-6348,73,Male,AB+,Urgent,Diabetes Type 2,112,94,65,89.16,28.3,Low
PID-4016,Linda,James,486-18-5625,78,Female,O-,Emergency,Hypertension,177,74,86,136.3,32.9,Moderate
PID-4017,Isaac,Collins,182-91-7052,44,Male,AB+,Emergency,COPD,168,98,104,65.77,22.5,Moderate
PID-4018,Natasha,Porter,189-34-6577,43,Female,B-,Emergency,Pneumonia,112,72,85,171.95,21.7,Low
PID-4019,James,Bell,663-82-1337,55,Male,O+,Urgent,Heart Failure,123,76,62,69.37,28.6,Moderate
PID-4020,Matthew,Walton,537-33-0335,46,Female,B+,Elective,COPD,149,113,88,91.38,27.3,Moderate
PID-4021,Natasha,Brown,571-08-6114,85,Female,B-,Emergency,Asthma,147,105,90,103.99,24.4,Moderate
PID-4022,Cody,Smith,542-02-0077,51,Male,A+,Emergency,Pneumonia,124,98,98,149.99,29.2,Low
PID-4023,Mark,Torres,820-73-9231,63,Male,O-,Elective,Hypertension,103,93,67,146.2,26.3,Low
PID-4024,Nicholas,Jones,177-25-8163,88,Male,A+,Elective,Pneumonia,166,113,80,70.13,38.6,Moderate
PID-4025,Hunter,Robinson,354-13-2535,19,Male,AB-,Emergency,Heart Failure,150,103,106,93.77,33.8,Low
PID-4026,Carol,Berry,452-91-2909,65,Male,A+,Emergency,Hypertension,97,115,76,149.54,38.7,Low
PID-4027,William,Olsen,456-04-0636,54,Female,B-,Emergency,Heart Failure,159,100,74,143.72,32.4,Moderate
PID-4028,Savannah,Beasley,813-16-5107,58,Male,B+,Emergency,Heart Failure,136,73,60,76.8,39.3,Moderate
PID-4029,Savannah,Rodriguez,700-24-9669,48,Male,AB+,Elective,Heart Failure,151,67,89,61.68,,Moderate
PID-4030,April,Mccullough,510-25-9888,83,Female,B+,Emergency,Pneumonia,134,77,94,130.62,35.4,Moderate
PID-4031,Eric,Austin,346-59-8979,53,Female,A+,Elective,Pneumonia,157,115,98,80.6,25.1,Low
PID-4032,Marie,Bowers,120-86-9085,24,Female,B+,Emergency,Heart Failure,147,75,107,130.56,30.5,Low
PID-4033,Cameron,Sanchez,145-31-8041,42,Male,A-,Elective,Asthma,134,87,78,165.18,29.7,Low
PID-4034,Jacob,Powell,367-08-7872,75,Female,AB+,Emergency,Diabetes Type 2,170,61,75,131.55,23.1,Low
PID-4035,Lisa,Browning,725-97-9686,80,Male,O-,Emergency,Diabetes Type 2,92,80,89,38.77,25.4,Moderate
PID-4036,Corey,Meyer,680-84-5252,74,Male,O+,Urgent,COPD,178,62,89,61.19,31.5,Moderate
PID-4037,Rhonda,Hart,720-69-8548,89,Female,A+,Elective,Diabetes Type 2,153,113,63,145.02,18.9,Moderate
PID-4038,Phillip,Payne,206-37-5249,48,Female,O-,Urgent,Heart Failure,118,118,95,159.13,34.9,Moderate
PID-4039,Derek,Gallagher,300-81-6985,84,Female,B+,Elective,Asthma,178,84,71,106.92,38.0,Moderate
PID-4040,Richard,Bennett,503-04-8049,28,Female,B+,Urgent,Heart Failure,115,112,73,153.77,20.6,Low
PID-4041,Damon,Hoffman,625-50-5012,53,Female,AB+,Emergency,Hypertension,99,85,79,123.69,37.1,Low
PID-4042,Tyler,Hartman,295-99-0904,79,Female,O+,Elective,Asthma,162,74,68,150.88,37.7,Moderate
PID-4043,Allison,Williams,092-40-9626,52,Male,AB+,Emergency,COPD,132,91,79,105.85,28.5,Moderate
PID-4044,Julie,Duncan,178-83-5139,25,Female,O-,Elective,Asthma,131,72,100,114.1,35.4,Low
PID-4045,Jocelyn,Ferguson,049-39-6307,50,Male,AB-,Urgent,Pneumonia,168,74,73,147.52,27.6,Low
PID-4046,Jacob,Brandt,054-88-7108,22,Male,AB-,Urgent,COPD,179,107,76,89.97,25.5,Low
PID-4047,Joanna,Warren,183-66-6076,70,Male,B+,Emergency,COPD,176,72,92,108.13,31.6,Moderate
PID-4048,Erin,Williams,220-13-7492,63,Female,O+,Emergency,Pneumonia,104,118,109,136.4,32.9,Low
